#DEVICE_TYPE,DEVICE_ID,AIRCRAFT_MODEL,REGISTRATION,CN,TRACKED,IDENTIFIED,AIRCRAFT_TYPE
'F','DDA833','SF-25','F-CMCJ','CJ','Y','Y','1'
'F','DDA834','LS-3','D-0323','23','Y','Y','1'
'F','DDA835','DG-100','D-3802','B8','Y','Y','1'
'F','DDA836','DG-300','D-2751','BRB','Y','Y','1'
'F','DDA837','ASW-27','D-0089','LY','Y','Y','1'
'F','DDA838','LS-1 c','OK-0383','AN','Y','Y','1'
'F','DDA839','SZD-50 Puchacz','D-0610','NGG','Y','Y','1'
'F','DDA83D','A380','ASK','ASK','Y','Y','1'
'F','DDA83E','Mosquito','D-6622','F7','Y','Y','1'
'F','DDA83F','Duo Discus','D-6508','DL','Y','Y','1'
'F','DDA842','Ground Station','KM01','KM','Y','Y','6'
'F','DDA843','SZD-48-3 Jantar Std 3','D-3534','II','Y','Y','1'
'F','DDA846','ASK-13','F-CDYM','YM','Y','Y','1'
'F','DDA847','SZD-9 Bocian','D-6544','44','Y','Y','1'
'F','DDA84A','LS-4','D-3440','X4','Y','Y','1'
'F','DDA84B','ASK-21','D-5810','LIF','Y','Y','1'
'F','DDA84C','DG-200','F-CABI','','Y','Y','1'
'F','DDA84E','Duo Discus','F-CHTM','TM','Y','Y','1'
'F','DDA852','Ventus ct','D-KHSF','BF','Y','Y','1'
'F','DDA854','SZD-42 Jantar 2/2b','SP-3977','PM','Y','Y','1'
'F','DDA856','DG-1000','D-9930','ICH','Y','Y','1'
'F','DDA858','Libelle Club','D-2460','ZOC','Y','Y','1'
'F','DDA85A','Discus 2c','D-3450','L1','Y','Y','1'
'F','DDA85C','Hornet','D-4449','TH','Y','Y','1'
'F','DDA85E','Nimbus 3D','F-CFUG','CLM','Y','Y','1'
'F','DDA860','Mosquito','OK-0303','UFO','Y','Y','1'
'F','DDA861','ASK-13','F-CAER','ER','Y','Y','1'
'F','DDA863','DG-400','G-BNXL','NXL','Y','Y','1'
'F','DDA867','Ventus 2','D-7474','OG','Y','Y','1'
'I','DDA869','LS-4','D-5180','BH','Y','Y','1'
'F','DDA86B','Astir CS','D-7256','D5','Y','Y','1'
'F','DDA86C','Cirrus Std','OK-1974','LJ','Y','Y','1'
'F','DDA86D','UFO','BBX-01','','Y','Y','6'
'F','DDA86E','DG-500','D-5386','86','Y','Y','1'
'F','DDA871','MD 500','HB-XYP','RFU','Y','Y','4'
'F','DDA877','ASW-24','F-CGKH','AM3','Y','Y','1'
'F','DDA878','Twin Astir III','D-6286','','Y','Y','1'
'F','DDA87A','Duo Discus','F-CIDD','DD','Y','Y','1'
'F','DDA87B','LS-8 18','F-CLCA','88','Y','Y','1'
'F','DDA87E','ASW-15','D-2330','NK','Y','Y','1'
'F','DDA884','DG-303','G-CKJH','KJH','Y','Y','1'
'F','DDA886','ASK-21','G-CKLW','KLW','Y','Y','1'
'F','DDA888','LS-4','D-4548','','Y','Y','1'
'F','DDA889','MS-893 Commodore','F-BSMB','MB','Y','Y','2'
'F','DDA88F','DG-800','D-KERO','RO','Y','Y','1'
'F','DDA892','ASK-21','D-6452','','Y','Y','1'
'F','DDA89C','Astir CS','D-3291','WB','Y','Y','1'
'F','DDA89D','ASW-19','D-7966','B8','Y','Y','1'
'F','DDA89F','Twin Astir II','D-xx01','01','Y','Y','1'
'F','DDA8A3','ASK-13','D-0538','','Y','Y','1'
'F','DDA8A4','Discus','D-4682','MUS','Y','Y','1'
'F','DDA8A8','ASW-15','D-3693','I','Y','Y','1'
'F','DDA8B7','Ventus ct','D-KIIX','IX','Y','Y','1'
'F','DDA8B8','Discus','PH1093','NJ','Y','Y','1'
'F','DDA8B9','DG-300','PH-1326','RF','Y','Y','1'
'F','DDA8BB','SZD-51 Junior','G-DHHD','HHD','Y','Y','1'
'F','DDA8BD','ASW-20','D-8253','7W','Y','Y','1'
'F','DDA8C0','Bell 206','HB-XXO','AHB','Y','Y','4'
'F','DDA8C4','ASK-13','','JJ','Y','Y','1'
'F','DDA8CE','Cirrus Std','D-1996','ML','Y','Y','1'
'F','DDA8D4','Astir CS','PH-1383','TC2','Y','Y','1'
'F','DDA8D9','LAK-17 A','F-CKPB','PB','Y','Y','1'
'F','DDA8DA','Mosquito','F-CELO','','Y','Y','1'
'F','DDA8DB','LS-6','D-8110','JP','Y','Y','1'
'F','DDA8E0','AS 350','HB-ZKT','SWH','Y','Y','4'
'F','DDA8E4','','','','N','N','1'
'F','DDA8E5','LS-4','D-4238','RF','Y','Y','1'
'F','DDA8E7','Discus t','D-KBKD','MS','Y','Y','1'
'F','DDA8EA','LS-4 W','D-1103','UY','Y','Y','1'
'F','DDA8ED','ASK-13','D-0589','','Y','Y','1'
'F','DDA8F3','AS 350','HB-ZMC','SWH','Y','Y','4'
'F','DDA8F5','Ka-6 cr','F-CHOP','ZR','Y','Y','1'
'F','DDA8F6','Pegase','F-CGOR','BOF','Y','Y','1'
'F','DDA8F7','DR-400','F-GGHI','','Y','Y','2'
'F','DDA8F8','Ground Station','F-ACBA1','BA1','Y','Y','6'
'F','DDA8F9','Nimbus 2','F-CARA','MV','Y','Y','1'
'F','DDA8FA','Pegase','F-CHDR','DR','Y','Y','1'
'F','DDA8FB','H36 Dimona','F-CIBS','BS','Y','Y','1'
'F','DDA8FC','LS-8 18','F-CGZT','EC1','Y','Y','1'
'F','DDA8FD','Astir Club','F-CFMG','R67','Y','Y','1'
'F','DDA8FE','Pegase','F-CHEO','77','Y','Y','1'
'F','DDA8FF','LS-4','F-CFZK','V40','Y','Y','1'
'F','DDA900','Twin Astir III','D-5866','66','Y','Y','1'
'F','DDA901','ASK-21','F-CBDT','DT','Y','Y','1'
'F','DDA904','Pegase','F-CHFI','','Y','Y','1'
'F','DDA905','DG-500','F-CHJI','JI','Y','Y','1'
'F','DDA90A','Janus B','F-CEPN','PN','Y','Y','1'
'F','DDA90B','LS-6','F-CGUN','Z01','Y','Y','1'
'F','DDA90C','ASK-13','D-1375','13','Y','Y','1'
'F','DDA90D','Ventus 2cM','D-KOAF','MW','Y','Y','1'
'F','DDA90E','ASW-20','OE-5558','H3','Y','Y','1'
'F','DDA911','DG-303','D-0665','65','Y','Y','1'
'F','DDA915','DG-600','F-CBDG','VC','Y','Y','1'
'F','DDA916','ASW-20','D-3419','19','Y','Y','1'
'F','DDA917','LS-8','D-4064','8T','Y','Y','1'
'F','DDA91D','Ka-6 cr','D-5188','TT','Y','Y','1'
'F','DDA91F','ASK-13','D-3250','','Y','Y','1'
'F','DDA924','Duo Discus','TH','','Y','Y','1'
'F','DDA925','Astir Club','D-4540','AT','Y','Y','1'
'F','DDA927','WA21 Javelot','F-XX2','05','Y','Y','1'
'F','DDA928','ASK-21','D-4680','B6','Y','Y','1'
'F','DDA929','DG-100','D-5831','R8','Y','Y','1'
'F','DDA92B','Cirrus Std','','R','Y','Y','1'
'F','DDA931','Discus 2','N7CG','CG','Y','Y','1'
'F','DDA933','ASK-21','G-CWA1','WA1','Y','Y','1'
'F','DDA936','Duo Discus','OM-8136','2X','Y','Y','1'
'F','DDA937','ASK-13','G-DFCW','FCW','Y','Y','1'
'F','DDA938','Astir Jeans','D-7536','YA','Y','Y','1'
'F','DDA939','Duo Discus','D-0179','XV','Y','Y','1'
'F','DDA93A','ASK-21','G-CHPV','HPV','Y','Y','1'
'F','DDA93B','ASK-21','G-CHPW','HPW','Y','Y','1'
'F','DDA940','Discus','D-8515','ST','Y','Y','1'
'F','DDA941','Astir CS-77','OE-5126','26','Y','Y','1'
'F','DDA942','LS-4','D-3577','F3','Y','Y','1'
'F','DDA944','Astir Jeans','D-7580','NY','Y','Y','1'
'F','DDA945','Astir Club','F-CZAR','','Y','Y','1'
'F','DDA946','ASK-21','D-0774','','Y','Y','1'
'F','DDA947','ASK-21','D-4229','1L','Y','Y','1'
'F','DDA948','DG-400','D-KFLO','LO','Y','Y','1'
'F','DDA94A','LS-1 c','D-2299','','Y','Y','1'
'F','DDA94C','SZD-54 Perkoz','D-6401','','Y','Y','1'
'F','DDA94E','Apis 2','D-MCKS','BEE','Y','Y','1'
'F','DDA950','DG-100','D-9429','VO','Y','Y','1'
'F','DDA951','Ventus 2cM','HB-2437','MZ','Y','Y','1'
'F','DDA955','Libelle Std','D2420','','Y','Y','1'
'F','DDA95A','','','','Y','N','1'
'F','DDA963','Ventus bT','HA-4031','JN','Y','Y','1'
'F','DDA965','ASW-24','','4E','Y','Y','1'
'F','DDA968','ASK-13','D-1361','61','Y','Y','1'
'F','DDA96D','LS-4','D-4246','IK','Y','Y','1'
'F','DDA96F','LS-3','D-6652','FM','Y','Y','1'
'F','DDA972','SF-25','D-KSPK','PK','Y','Y','1'
'F','DDA973','H36 Dimona','D-KEXO','HXO','Y','Y','1'
'F','DDA974','DG-400','D-KKBA','BA','Y','Y','1'
'F','DDA975','SF-25','F-CVFK','','Y','Y','1'
'F','DDA979','ASK-13','F-CGIM','IM','Y','Y','1'
'F','DDA97A','Ka-6 e','D-3015','KL3','Y','Y','1'
'F','DDA97B','Duo Discus xl','D-7944','L3','Y','Y','1'
'F','DDA97C','Astir CS','OM-4275','BA8','Y','Y','1'
'F','DDA97F','ASW-24','D-0542','CW','Y','Y','1'
'F','DDA980','','','','Y','N','1'
'F','DDA981','ASK-13','OY-VRX','K9','Y','Y','1'
'F','DDA983','Mosquito','D-2728','BA','Y','Y','1'
'F','DDA986','Astir CS-77','OM-0091','WW','Y','Y','1'
'F','DDA988','DR-400','D-ELBT','BT','Y','Y','2'
'F','DDA989','Nimbus 3','D-KMHF','EE','Y','Y','1'
'F','DDA98B','LS-3','D-3186','LY','Y','Y','1'
'F','DDA98C','LS-4','D-6376','BZ','Y','Y','1'
'F','DDA98D','Astir CS-77','F-CFIB','IB','Y','Y','1'
'F','DDA990','MS-893 Commodore','F-BOTG','TG','Y','Y','2'
'F','DDA991','Pegase Trainer','F-CGSV','','Y','Y','1'
'F','DDA992','Janus B','F-CCAA','AA','Y','Y','1'
'F','DDA993','LS-6 18WJ','F-CGZC','ZC','Y','Y','1'
'F','DDA994','Astir Club','D-9009','09','Y','Y','1'
'F','DDA995','Kranich III','','SF3','Y','Y','1'
'F','DDA997','Ventus ct','D-KVCT','VC','Y','Y','1'
'F','DDA999','Twin Astir I','OK 3945','KW','Y','Y','1'
'F','DDA99C','ASH-26 E','D-KBEJ','BV','Y','Y','1'
'F','DDA99E','ASW-24','G-CJRU','SK','Y','Y','1'
'F','DDA99F','Astir CS','D-3301','','Y','Y','1'
'F','DDA9A0','PA-25 Pawnee','OO-TUG','','Y','Y','2'
'F','DDA9A6','HK36 Super Dimona','D-KOIS','IS','Y','Y','1'
'F','DDA9AA','ASK-23','D-8405','O2','Y','Y','1'
'F','DDA9AB','LS-6','F-CVTG','TG','Y','Y','1'
'F','DDA9AC','ASH-25 MI','D-KBFD','FD','Y','Y','1'
'F','DDA9AF','DG-303','G-CLMY','I3','Y','Y','1'
'F','DDA9B4','SZD-55','OE-5712','JH','Y','Y','1'
'F','DDA9B5','Ventus ct','G-CJFR','221','Y','Y','1'
'F','DDA9B6','ASK-21','G-DEKG','A15','Y','Y','1'
'F','DDA9B7','Discus 2t','G-TOOB','540','Y','Y','1'
'F','DDA9B8','Unknown','AKAMUC4','AM4','Y','Y','6'
'F','DDA9B9','Nimbus 3DT','D-KMHF','EE','Y','Y','1'
'F','DDA9BB','Ka-6 cr','D-9075','75','Y','Y','1'
'F','DDA9C1','ASK-21','D-1130','','Y','Y','1'
'F','DDA9C3','Ka-6 cr','D-7154','54','Y','Y','1'
'F','DDA9C4','ASW-27','PH-1131','LR','Y','Y','1'
'F','DDA9C9','Libelle Std','OE-5656','','Y','Y','1'
'F','DDA9CA','SZD-55','OE-5630','KE','Y','Y','1'
'F','DDA9CB','ASK-13','OE-5083','13','Y','Y','1'
'F','DDA9CC','ASK-13','D-1900','19','Y','Y','1'
'F','DDA9CE','Janus B','F-CHVU','VU','Y','Y','1'
'F','DDA9CF','LS-4','D-8251','','Y','Y','1'
'F','DDA9D3','LS-4','OE-5340','F2','Y','Y','1'
'F','DDA9D4','PA-25 Pawnee','SE-KEZ','EZ','Y','Y','2'
'F','DDA9DA','ASK-21','D-0735','ASK','Y','Y','1'
'F','DDA9DF','Nimbus 3','G-DEON','117','Y','Y','1'
'F','DDA9E0','Piccolo B','D-MNHG','','Y','Y','3'
'F','DDA9E1','LS-4','D-1716','6B','Y','Y','1'
'F','DDA9E3','ASK-21','D-6235','UO','Y','Y','1'
'F','DDA9E4','SF-25','SE-TMB','Pel','Y','Y','1'
'F','DDA9E6','DG-100','D-4734','WM','Y','Y','1'
'F','DDA9E8','Astir CS-77','OO-ZWZ','WZ','Y','Y','1'
'F','DDA9E9','Mini Nimbus','D-3195','BE','Y','Y','1'
'F','DDA9ED','Astir CS','D-4787','','Y','Y','1'
'F','DDA9F2','Astir Jeans','OE-5182','FW','Y','Y','1'
'F','DDA9F3','ASH-25 MI','D-KBNG','NG','Y','Y','1'
'F','DDA9F6','Cabri G2','HB-ZLS','SWH','Y','Y','4'
'F','DDA9F7','ASK-13','D-5799','W4','Y','Y','1'
'F','DDA9F8','Ventus ct','PH-1486','WM','Y','Y','1'
'F','DDA9F9','LS-8 18','D-0032','FU','Y','Y','1'
'F','DDA9FC','LS-4 W','PH-794','E10','Y','Y','1'
'F','DDA9FD','SZD-55','D-4860','RD','Y','Y','1'
'F','DDAA02','Pegase','F-CGBH','BH','Y','Y','1'
'F','DDAA03','Twin Astir II','G-DEWG','EWG','Y','Y','1'
'F','DDAA09','SF-25','D-xxAZ','AZ','Y','Y','1'
'F','DDAA0A','Cirrus Std','D-6446','SEX','Y','Y','1'
'F','DDAA0B','Duo Discus','D-9828','D2','Y','Y','1'
'F','DDAA0D','SF-27','OK-2772','RZ','Y','Y','1'
'F','DDAA0E','ASW-27','D-1091','FS','Y','Y','1'
'F','DDAA13','SF-27','W71','W71','Y','Y','1'
'F','DDAA14','ASH-25','F-CLBS','BK','Y','Y','1'
'F','DDAA16','DG-400','ZS-SBU','','Y','Y','1'
'F','DDAA1B','Astir Jeans','','SF4','Y','Y','1'
'F','DDAA1D','Libelle Club','D-8685','7G','Y','Y','1'
'F','DDAA1F','Ka-7','D-6070','','Y','Y','1'
'F','DDAA26','DG-800','D-7374','HF','Y','Y','1'
'F','DDAA2A','Ventus 2ct','G-HAAH','V66','Y','Y','1'
'F','DDAA2B','Duo Discus','JAC','JAC','Y','Y','1'
'F','DDAA31','Ventus','D-1016','IWO','Y','Y','1'
'F','DDAA33','LS-4','D-0473','C3','Y','Y','1'
'F','DDAA3B','Ka-8','D-XX79','79','Y','Y','1'
'F','DDAA3D','PIK-20 D','D-9622','BK','Y','Y','1'
'F','DDAA40','LS-7','D-5161','VA','Y','Y','1'
'F','DDAA41','Ka-7','D-5103','03','Y','Y','1'
'F','DDAA44','Other','W01','W01','Y','Y','1'
'F','DDAA4A','Astir CS','D-5744','GAK','Y','Y','1'
'F','DDAA4C','ASW-24','D-8414','','Y','Y','1'
'F','DDAA50','DG-600','F-CIEA','3F','Y','Y','1'
'F','DDAA53','ASK-13','F-CLBG','','Y','Y','1'
'F','DDAA55','DG-800','D-KITS','TS','Y','Y','1'
'F','DDAA56','H36 Dimona','F-CMOT','OT','Y','Y','1'
'F','DDAA5A','Discus t','PH1194','PW','Y','Y','1'
'F','DDAA5C','Ventus 2cxT','G-CKGC','64','Y','Y','1'
'F','DDAA5D','ASK-13','G-DEVP','','Y','Y','1'
'F','DDAA5E','ASK-21','G-CHYT','HYT','Y','Y','1'
'F','DDAA5F','ASK-13','G-CFHM','P','Y','Y','1'
'F','DDAA61','LS-4','G-CFYH','224','Y','Y','1'
'F','DDAA63','ASK-21','G-CKJP','R12','Y','Y','1'
'F','DDAA67','Duo Discus','D-2903','AF','Y','Y','1'
'F','DDAA69','ASW-20','D-2510','GO','Y','Y','1'
'F','DDAA6A','Glasflugel 304','D-5304','S8','Y','Y','1'
'F','DDAA6B','Janus CM','D-MM','CFM','Y','Y','1'
'F','DDAA6E','Ventus cM','D-KOAK','DK','Y','Y','1'
'F','DDAA71','ASK-21','G-CJKK','A7','Y','Y','1'
'F','DDAA72','Discus t','P3','P3','Y','Y','1'
'F','DDAA73','LAK-19 T','G-CKMB','KMB','Y','Y','1'
'F','DDAA75','ASW-24','D-9024','EX','Y','Y','1'
'F','DDAA76','Discus','','823','Y','Y','1'
'F','DDAA77','Discus','WD','WD','Y','Y','1'
'F','DDAA78','Duo Discus','D-7790','','Y','Y','1'
'F','DDAA7A','ASK-23','D-4923','SB','Y','Y','1'
'F','DDAA7C','ASK-23','D-XX87','87','Y','Y','1'
'F','DDAA7F','ASW-15','D-0418','RN','Y','Y','1'
'F','DDAA80','Twin Astir II','D-6905','','Y','Y','1'
'F','DDAA81','Nimbus 2 C','G-DEFF','737','Y','Y','1'
'F','DDAA82','DG-1000 T','G-WYVN','12','Y','Y','1'
'F','DDAA84','ASK-21','G-CHYS','A14','Y','Y','1'
'F','DDAA85','ASW-27','G-CHYR','432','Y','Y','1'
'F','DDAA86','DG-400','G-BSOM','OM','Y','Y','1'
'F','DDAA8C','Astir CS-77','D-7692','J2','Y','Y','1'
'F','DDAA8D','Astir Jeans','','MK','Y','Y','1'
'F','DDAA8E','SZD-30 Pirat','D-7743','','Y','Y','1'
'F','DDAA91','SZD-50 Puchacz','D-3684','84','Y','Y','1'
'F','DDAA94','Duo Discus','D-3331','IM','Y','Y','1'
'F','DDAA95','Libelle Club','D-2448','AJ','Y','Y','1'
'F','DDAA96','Discus','D-2785','','Y','Y','1'
'F','DDAA97','SZD-30 Pirat','D-7794','94','Y','Y','1'
'F','DDAA99','DG-200','D-2596','PU','Y','Y','1'
'F','DDAA9B','LS-7','D-8197','7F','Y','Y','1'
'F','DDAA9C','Astir CS','D-3501','01','Y','Y','1'
'F','DDAA9D','ASW-15','OK-2361','TW','Y','Y','1'
'F','DDAA9F','SZD-50 Puchacz','D-3603','MF','Y','Y','1'
'F','DDAAA0','ASK-13','D-X948','48','Y','Y','1'
'F','DDAAA4','ASK-21','D-6155','AMH','Y','Y','1'
'F','DDAAA5','Cirrus Std','OK-1776','GO','Y','Y','1'
'F','DDAAA6','Libelle Std','OM-3256','J3','Y','Y','1'
'F','DDAAAB','SZD-30 Pirat','D-6728','','Y','Y','1'
'F','DDAAAC','PA-18 Super Cub','HB-PLG','PLG','Y','Y','2'
'F','DDAAAE','LS-4','D-5265','3W','Y','Y','1'
'F','DDAAB1','ASK-21','D-2131','','Y','Y','1'
'F','DDAAB2','ASK-13','D-6822','GAB','Y','Y','1'
'F','DDAAB3','LS-4 W','D-4967','YH','Y','Y','1'
'F','DDAAB4','Unknown','D-7014','','Y','Y','6'
'F','DDAAB5','ASK-13','D-6864','64','Y','Y','1'
'F','DDAAB6','Astir CS','D-7224','24','Y','Y','1'
'F','DDAAB7','Astir CS','D-7227','CG','Y','Y','1'
'F','DDAABD','Ka-6 cr','D-5821','16','Y','Y','1'
'F','DDAAC1','DG-505','D-KHCB','CB','Y','Y','1'
'F','DDAAC6','ASW-15','D-2346','','Y','Y','1'
'F','DDAACC','LS-4','D-5903','','Y','Y','1'
'F','DDAAD2','EuroFox','D-MSEF','','Y','Y','3'
'F','DDAAD3','ASW-20','D-4226','C7','Y','Y','1'
'F','DDAAD8','Discus','D-0016','MB','Y','Y','1'
'F','DDAAD9','ASK-21','D-7471','','Y','Y','1'
'F','DDAADA','LS-4','D-3391','','Y','Y','1'
'F','DDAADB','ASW-19','OK 7963','HK','Y','Y','1'
'F','DDAADC','DG-400','D-KECP','','Y','Y','1'
'F','DDAADD','Duo Discus t','D-KKFS','KK','Y','Y','1'
'F','DDAADE','ASK-21','D-3932','BO','Y','Y','1'
'F','DDAADF','HK36 Super Dimona','D-KFZW','ZW','Y','Y','1'
'F','DDAAE2','LAK-17 AT','G-CKOI','170','Y','Y','1'
'F','DDAAE9','A380','','MB','Y','Y','1'
'F','DDAAEA','Astir CS','D-4815','','Y','Y','1'
'F','DDAAED','Piper J-3 Cub','D-EBHV','HV','Y','Y','2'
'F','DDAAEF','Discus','G-JEM','572','Y','Y','1'
'F','DDAAF0','DG-300','D-0359','AMH','Y','Y','1'
'F','DDAAF2','Ka-8','D-3202','','Y','Y','1'
'F','DDAAF4','Duo Discus xt','D-KLEV','X7','Y','Y','1'
'F','DDAAF5','Ka-8','D-8334','N2','Y','Y','1'
'F','DDAAF7','HK36 Super Dimona','D-KEIV','IV','Y','Y','1'
'F','DDAAF8','ASK-13','D-3201','','Y','Y','1'
'F','DDAB02','ASK-13','D-5311','11','Y','Y','1'
'F','DDAB04','Astir CS-77','D-7626','','Y','Y','1'
'F','DDAB06','ASK-13','D-2647','','Y','Y','1'
'F','DDAB07','Twin Astir II','EC-MZF','M9','Y','Y','1'
'F','DDAB0B','DG-200','D-6546','TL','Y','Y','1'
'F','DDAB0D','ASK-21','D-5427','FB','Y','Y','1'
'F','DDAB0E','Duo Discus','D-9999','MH','Y','Y','1'
'F','DDAB11','HU 269','HB-ZHN','RFU','Y','Y','4'
'F','DDAB17','Duo Discus xl','F-CJAE','EJ','Y','Y','1'
'F','DDAB19','ASK-21','D-7135','','Y','Y','1'
'F','DDAB1C','Ka-8','D-7212','','Y','Y','1'
'F','DDAB1F','ASW-20','D-1731','AW','Y','Y','1'
'F','DDAB24','Cirrus Std','OK-5777','FF','Y','Y','1'
'F','DDAB28','Ka-6 e','D-0230','','Y','Y','1'
'F','DDAB2A','DG-300','D-0193','','Y','Y','1'
'F','DDAB2C','Marianne','F-CGTH','TH','Y','Y','1'
'F','DDAB2D','Nimbus 3DT','G-CJXA','Y44','Y','Y','1'
'F','DDAB2E','Ventus 2cxT','PH1425','HC','Y','Y','1'
'F','DDAB2F','SF-25','F-CISF','','Y','Y','1'
'F','DDAB32','ASH-25 MI','D-KBNG','NG','Y','Y','1'
'F','DDAB37','Ventus 2t','OY-XPH','RA','Y','Y','1'
'F','DDAB38','Discus','D-1968','HF','Y','Y','1'
'F','DDAB39','ASW-15','D-0636','','Y','Y','1'
'F','DDAB3A','LS-8a','D-9259','59','Y','Y','1'
'F','DDAB3C','SZD-48-1 Jantar Std 2','HA-4484','MA','Y','Y','1'
'F','DDAB3D','Unknown','D-MAPE','APE','Y','Y','6'
'F','DDAB3E','Ka-8','D-6124','','Y','Y','1'
'F','DDAB3F','Ventus c','OK-0133','XE','Y','Y','1'
'F','DDAB43','','','','Y','N','1'
'F','DDAB46','LS-4','D-6166','66','Y','Y','1'
'F','DDAB4B','SF-25','D-KUFO','','Y','Y','1'
'F','DDAB4C','LS-4','D-4293','BJ','Y','Y','1'
'F','DDAB4F','Duo Discus','D-5299','WSi','Y','Y','1'
'F','DDAB50','Ka-8','D-5096','','Y','Y','1'
'F','DDAB53','Other','','CD','Y','Y','1'
'F','DDAB55','LS-4','D-7752','52','Y','Y','1'
'F','DDAB56','ASW-19','OK-5712','O2','Y','Y','1'
'F','DDAB59','Duo Discus t','','SL','Y','Y','1'
'F','DDAB5C','Ventus 2cxT','D-KKGB','T3','Y','Y','1'
'F','DDAB5E','Mini Nimbus','G-CGFU','HRQ','Y','Y','1'
'F','DDAB60','DR-300','F-PTAS','','Y','Y','2'
'F','DDAB61','Pegase','F-CHUD','','Y','Y','1'
'F','DDAB62','LS-3','SE-TRM','R8','Y','Y','1'
'F','DDAB63','Pegase','F-CGHJ','E14','Y','Y','1'
'F','DDAB64','DG-1000','D-2371','S','Y','Y','1'
'F','DDAB65','Duo Discus','D-KBBK','BK','Y','Y','1'
'F','DDAB69','ASK-18','D-1818','18','Y','Y','1'
'F','DDAB6B','LS-6','D-8509','AP','Y','Y','1'
'F','DDAB6E','Duo Discus','D-9455','RGN','Y','Y','1'
'F','DDAB72','Ventus 2cxM','D-KPHW','HW','Y','Y','1'
'F','DDAB74','ASW-15','D-8665','AW','Y','Y','1'
'F','DDAB7A','ASK-21','D-8869','69','Y','Y','1'
'F','DDAB7B','Twin Astir II','OO-YBC','RO','Y','Y','1'
'F','DDAB7E','PA-18 Super Cub','OO-VVF','VF','Y','Y','2'
'F','DDAB7F','Ultralight','D-MVEK','','Y','Y','3'
'F','DDAB80','SZD-50 Puchacz','OE-5443','D2','Y','Y','1'
'F','DDAB88','Astir Jeans','OK-5129','2Y','Y','Y','1'
'F','DDAB8D','DG-808 B','D-KHUB','UB','Y','Y','1'
'F','DDAB8F','LS-7','OO-YEI','EI','Y','Y','1'
'F','DDAB92','LS-4','D-3557','MS','Y','Y','1'
'F','DDAB9D','Astir Jeans','D-7512','H12','Y','Y','1'
'F','DDABA4','Ka-6 e','D-0059','OW','Y','Y','1'
'F','DDABA5','Twin Astir II','D-4281','','Y','Y','1'
'F','DDABA6','DG-300','D-3733','MO','Y','Y','1'
'F','DDABAB','DG-300','D-3838','MW','Y','Y','1'
'F','DDABAE','Different Aircraft','','GON','Y','Y','1'
'F','DDABB0','Towplane','OO-NTB','NTB','Y','Y','2'
'F','DDABB1','LS-8','OO-YJH','JH','Y','Y','1'
'F','DDABB8','ASK-21','D-1258','','Y','Y','1'
'F','DDABB9','LS-4','D-3489','E3','Y','Y','1'
'F','DDABBA','Nimbus 3DM','D-KTTT','3T','Y','Y','1'
'F','DDABBC','Pegase','F-CHKU','','Y','Y','1'
'F','DDABBD','LS-4','F-CEIS','V22','Y','Y','1'
'F','DDABBE','Janus B','F-CFAZ','FAZ','Y','Y','1'
'F','DDABBF','Twin Astir III','F-CGXG','XG','Y','Y','1'
'F','DDABC0','Astir Jeans','D-4830','','Y','Y','1'
'F','DDABC1','DG-400','D-KFDH','','Y','Y','1'
'F','DDABC3','DG-800','D-KHSU','','Y','Y','1'
'F','DDABC4','Unknown','D-ELWD','WD','Y','Y','6'
'F','DDABC7','LS-4','D-5544','ZE','Y','Y','1'
'F','DDABCD','ASW-19','SP-3860','J1','Y','Y','1'
'F','DDABCE','HK36 Super Dimona','OE-9499','','Y','Y','1'
'F','DDABD0','DG-200','G-CHBD','HBD','Y','Y','1'
'F','DDABD1','ASK-23','PH-929','V7','Y','Y','1'
'F','DDABD4','Ka-8','D-0871','','Y','Y','1'
'F','DDABD5','Discus','D-4149','61','Y','Y','1'
'F','DDABD8','ASK-21','D-8462','','Y','Y','1'
'F','DDABD9','SZD-50 Puchacz','D-5612','','Y','Y','1'
'F','DDABDB','ASK-21','D-2408','','Y','Y','1'
'F','DDABDC','ASK-21','D-4599','99','Y','Y','1'
'F','DDABDF','LS-8a','D-1871','MH','Y','Y','1'
'F','DDABE2','ASK-13','D-2326','26','Y','Y','1'
'F','DDABE3','LS-4','D-8025','GAI','Y','Y','1'
'F','DDABE4','ASK-21','D-3321','FA','Y','Y','1'
'F','DDABE5','LS-4','D-0573','FO','Y','Y','1'
'F','DDABE9','LS-4','D-7950','','Y','Y','1'
'F','DDABED','LAK-17 A','F-CNOU','POF','Y','Y','1'
'F','DDABEE','Alliance 34','F-CJBO','S12','Y','Y','1'
'F','DDABEF','ASK-21','D-6556','','Y','Y','1'
'F','DDABF0','ASK-21','D-2488','BD','Y','Y','1'
'F','DDABF7','SF-25','G-OSUT','SUT','Y','Y','1'
'F','DDABF9','Duo Discus t','G-DDJF','JF','Y','Y','1'
'F','DDABFB','ASK-21','D-3372','SB','Y','Y','1'
'F','DDABFF','ASK-21','D-1650','','Y','Y','1'
'F','DDAC00','SZD-48-3 Jantar Std 3','RA','SK','Y','Y','1'
'F','DDAC01','Ka-6 e','OE-0860','EF7','Y','Y','1'
'F','DDAC02','ASK-21','D-1402','','Y','Y','1'
'F','DDAC06','ASK-13','D-6879','79','Y','Y','1'
'F','DDAC09','Pegase','F-CHLM','EO','Y','Y','1'
